symbol,bucket_ts_ms,bucket_start_utc,trade_count,buy_trade_count,sell_trade_count,buy_notional,sell_notional,cvd,total_notional,taker_buy_pct,avg_trade_notional,max_trade_notional,vwap,low_price,high_price
bnb-usdc,1777059780000,2026-04-24T19:43:00Z,3,2,1,905.43554,12.7698,892.66574,918.20534,98.6092653306,306.068446667,900.3273,638.529443672,638.49,638.53
bnb-usdc,1777059900000,2026-04-24T19:45:00Z,4,1,3,19.1526,139.80353,-120.65093,158.95613,12.0489848363,39.7390325,101.50083,638.378032129,638.37,638.42
bnb-usdc,1777059960000,2026-04-24T19:46:00Z,2,1,1,4.46929,594.97948,-590.51019,599.44877,0.745566631157,299.724385,594.97948,638.390596379,638.39,638.47
bnb-usdc,1777060020000,2026-04-24T19:47:00Z,3,1,2,29.37238,117.47968,-88.1073,146.85206,20.0013401242,48.9506866667,102.1552,638.487217391,638.47,638.53
bnb-usdc,1777060080000,2026-04-24T19:48:00Z,2,0,2,0,379.28088,-379.28088,379.28088,0,189.64044,249.66132,638.52,638.52,638.52
bnb-usdc,1777060140000,2026-04-24T19:49:00Z,2,0,2,0,60.6575,-60.6575,60.6575,0,30.32875,44.695,638.5,638.5,638.5
bnb-usdc,1777060200000,2026-04-24T19:50:00Z,2,1,1,323.09618,126.44082,196.65536,449.537,71.8731005457,224.7685,323.09618,638.546875,638.53,638.59
bnb-usdc,1777060260000,2026-04-24T19:51:00Z,2,0,2,0,60.66598,-60.66598,60.66598,0,30.33299,56.19592,638.589263158,638.58,638.59
bnb-usdc,1777060320000,2026-04-24T19:52:00Z,2,0,2,0,210.09611,-210.09611,210.09611,0,105.048055,147.51429,638.59,638.59,638.59
bnb-usdc,1777060380000,2026-04-24T19:53:00Z,4,2,2,60.01636,162.17392,-102.15756,222.19028,27.0112445963,55.54757,151.31976,638.477816092,638.46,638.5
bnb-usdc,1777060500000,2026-04-24T19:55:00Z,5,3,2,56.18539,285.98976,-229.80437,342.17515,16.4200673252,68.43503,250.87941,638.386473881,638.37,638.51
bnb-usdc,1777060560000,2026-04-24T19:56:00Z,5,3,2,50.43385,234.92272,-184.48887,285.35657,17.6739754056,57.071314,183.85632,638.381588367,638.33,638.43
bnb-usdc,1777060620000,2026-04-24T19:57:00Z,2,2,0,38.30643,0,38.30643,38.30643,100,19.153215,24.89877,638.4405,638.43,638.46
bnb-usdc,1777060680000,2026-04-24T19:58:00Z,1,0,1,0,0.63838,-0.63838,0.63838,0,0.63838,0.63838,638.38,638.38,638.38
bnb-usdc,1777060740000,2026-04-24T19:59:00Z,2,1,1,37.01676,176.77032,-139.75356,213.78708,17.3147787977,106.89354,176.77032,638.17038806,638.16,638.22
bnb-usdc,1777060800000,2026-04-24T20:00:00Z,16,11,5,9535.83497,1460.02789,8075.80708,10995.86286,86.7220252872,687.24142875,3987.9375,638.070147972,637.67,638.22
bnb-usdc,1777060860000,2026-04-24T20:01:00Z,3,1,2,173.45712,548.34236,-374.88524,721.79948,24.0312060075,240.599826667,375.55818,637.63204947,637.58,637.71
bnb-usdc,1777060920000,2026-04-24T20:02:00Z,9,3,6,599.54044,792.3277,-192.78726,1391.86814,43.0745142281,154.652015556,563.18623,637.594200641,637.37,637.81
bnb-usdc,1777060980000,2026-04-24T20:03:00Z,4,0,4,0,352.48794,-352.48794,352.48794,0,88.121985,197.5971,637.410379747,637.41,637.44
bnb-usdc,1777061100000,2026-04-24T20:05:00Z,5,3,2,372.98875,147.91392,225.07483,520.90267,71.6043075763,104.180534,267.15021,637.579767442,637.54,637.59
bnb-usdc,1777061160000,2026-04-24T20:06:00Z,1,1,0,15.30216,0,15.30216,15.30216,100,15.30216,15.30216,637.59,637.59,637.59
bnb-usdc,1777061220000,2026-04-24T20:07:00Z,5,2,3,804.23488,1050.93472,-246.69984,1855.1696,43.3510165324,371.03392,799.77385,637.296324287,637.27,637.34
bnb-usdc,1777061280000,2026-04-24T20:08:00Z,2,1,1,150.38864,11.46834,138.9203,161.85698,92.9145224383,80.92849,150.38864,637.232204724,637.13,637.24
bnb-usdc,1777061340000,2026-04-24T20:09:00Z,2,1,1,10.19456,16.55914,-6.36458,26.7537,38.1052340424,13.37685,16.55914,636.992857143,636.89,637.16
bnb-usdc,1777061400000,2026-04-24T20:10:00Z,7,1,6,62.43874,4527.09101,-4464.65227,4589.52975,1.36046051341,655.647107143,1587.47876,636.992331714,636.92,637.13
bnb-usdc,1777061460000,2026-04-24T20:11:00Z,1,1,0,249.067,0,249.067,249.067,100,249.067,249.067,637,637,637
bnb-usdc,1777061520000,2026-04-24T20:12:00Z,4,2,2,64.34407,369.4774,-305.13333,433.82147,14.8319238326,108.4553675,219.13832,637.035932452,637.03,637.07
bnb-usdc,1777061580000,2026-04-24T20:13:00Z,6,3,3,6538.04765,632.13797,5905.90968,7170.18562,91.1837990883,1195.03093667,3994.10528,637.12330016,637.1,637.24
bnb-usdc,1777061640000,2026-04-24T20:14:00Z,3,2,1,3263.2047,1616.77936,1646.42534,4879.98406,66.8691671915,1626.66135333,2501.5595,637.323241478,637.28,637.36
bnb-usdc,1777061700000,2026-04-24T20:15:00Z,9,0,9,0,1821.95969,-1821.95969,1821.95969,0,202.439965556,433.364,637.271664918,637.19,637.3
bnb-usdc,1777061760000,2026-04-24T20:16:00Z,1,1,0,154.8153,0,154.8153,154.8153,100,154.8153,154.8153,637.1,637.1,637.1
bnb-usdc,1777061820000,2026-04-24T20:17:00Z,3,0,3,0,403.21271,-403.21271,403.21271,0,134.404236667,187.27506,636.986903633,636.95,636.99
bnb-usdc,1777061880000,2026-04-24T20:18:00Z,2,0,2,0,313.34317,-313.34317,313.34317,0,156.671585,199.34344,636.876361789,636.87,636.88
bnb-usdc,1777061940000,2026-04-24T20:19:00Z,1,0,1,0,3184.3,-3184.3,3184.3,0,3184.3,3184.3,636.86,636.86,636.86
bnb-usdc,1777062000000,2026-04-24T20:20:00Z,6,1,5,46.49443,1884.86263,-1838.3682,1931.35706,2.40734512343,321.892843333,999.48438,636.991114776,636.85,637.02
bnb-usdc,1777062060000,2026-04-24T20:21:00Z,1,1,0,1498.76688,0,1498.76688,1498.76688,100,1498.76688,1498.76688,636.96,636.96,636.96
bnb-usdc,1777062120000,2026-04-24T20:22:00Z,3,0,3,0,1487.0681,-1487.0681,1487.0681,0,495.689366667,1141.88998,636.86,636.86,636.86
bnb-usdc,1777062180000,2026-04-24T20:23:00Z,1,0,1,0,11.45952,-11.45952,11.45952,0,11.45952,11.45952,636.64,636.64,636.64
bnb-usdc,1777062240000,2026-04-24T20:24:00Z,1,0,1,0,99.30648,-99.30648,99.30648,0,99.30648,99.30648,636.58,636.58,636.58
bnb-usdc,1777062300000,2026-04-24T20:25:00Z,3,0,3,0,652.47315,-652.47315,652.47315,0,217.49105,552.53408,636.559170732,636.55,636.56
bnb-usdc,1777062420000,2026-04-24T20:27:00Z,2,0,2,0,523.8194,-523.8194,523.8194,0,261.9097,507.27456,636.475577157,636.34,636.48
bnb-usdc,1777062480000,2026-04-24T20:28:00Z,4,0,4,0,3898.10972,-3898.10972,3898.10972,0,974.52743,3283.22174,636.53,636.53,636.53
bnb-usdc,1777062540000,2026-04-24T20:29:00Z,1,0,1,0,699.59043,-699.59043,699.59043,0,699.59043,699.59043,636.57,636.57,636.57
bnb-usdc,1777062600000,2026-04-24T20:30:00Z,6,3,3,123.5165,565.30416,-441.78766,688.82066,17.9315904956,114.803443333,496.548,636.617985213,636.6,636.7
bnb-usdc,1777062660000,2026-04-24T20:31:00Z,1,0,1,0,503.6297,-503.6297,503.6297,0,503.6297,503.6297,636.7,636.7,636.7
bnb-usdc,1777062720000,2026-04-24T20:32:00Z,3,1,2,29.92349,879.7819,-849.85841,909.70539,3.28936052583,303.23513,795.7375,636.602792162,636.59,636.7
bnb-usdc,1777062780000,2026-04-24T20:33:00Z,1,0,1,0,280.2492,-280.2492,280.2492,0,280.2492,280.2492,636.93,636.93,636.93
bnb-usdc,1777062840000,2026-04-24T20:34:00Z,2,1,1,136.98295,416.00671,-279.02376,552.98966,24.7713402091,276.49483,416.00671,637.084861751,637.07,637.13
bnb-usdc,1777062900000,2026-04-24T20:35:00Z,1,0,1,0,15.933,-15.933,15.933,0,15.933,15.933,637.32,637.32,637.32
bnb-usdc,1777062960000,2026-04-24T20:36:00Z,7,1,6,11.47716,857.96406,-846.4869,869.44122,1.32006163683,124.205888571,249.81768,637.420249267,637.29,637.62
bnb-usdc,1777063020000,2026-04-24T20:37:00Z,3,0,3,0,84.82075,-84.82075,84.82075,0,28.2735833333,43.367,637.75,637.75,637.75
bnb-usdc,1777063080000,2026-04-24T20:38:00Z,2,1,1,63.791,329.13576,-265.34476,392.92676,16.2348321606,196.46338,329.13576,637.868116883,637.86,637.91
bnb-usdc,1777063140000,2026-04-24T20:39:00Z,2,1,1,27.43529,32.53647,-5.10118,59.97176,45.7470149284,29.98588,32.53647,637.997446809,637.97,638.03
bnb-usdc,1777063200000,2026-04-24T20:40:00Z,4,0,4,0,691.54991,-691.54991,691.54991,0,172.8874775,273.05544,637.961171587,637.61,637.98
bnb-usdc,1777063260000,2026-04-24T20:41:00Z,3,0,3,0,1531.85148,-1531.85148,1531.85148,0,510.61716,649.21932,637.74,637.74,637.74
bnb-usdc,1777063320000,2026-04-24T20:42:00Z,6,1,5,12.1182,355.23933,-343.12113,367.35753,3.29874822492,61.226255,105.2337,637.773489583,637.74,637.8
bnb-usdc,1777063380000,2026-04-24T20:43:00Z,5,1,4,999.41693,1359.74696,-360.33003,2359.16389,42.3631835938,471.832778,999.41693,637.78423628,637.78,637.79
bnb-usdc,1777063440000,2026-04-24T20:44:00Z,2,2,0,50.3862,0,50.3862,50.3862,100,25.1931,49.7484,637.8,637.8,637.8
bnb-usdc,1777063500000,2026-04-24T20:45:00Z,5,5,0,7751.99663,0,7751.99663,7751.99663,100,1550.399326,3882.9264,637.814433931,637.8,637.9
bnb-usdc,1777063560000,2026-04-24T20:46:00Z,3,3,0,598.95993,0,598.95993,598.95993,100,199.65331,199.6627,637.87,637.84,637.9
bnb-usdc,1777063620000,2026-04-24T20:47:00Z,1,1,0,144.16088,0,144.16088,144.16088,100,144.16088,144.16088,637.88,637.88,637.88
bnb-usdc,1777063680000,2026-04-24T20:48:00Z,4,2,2,79.74118,264.0699,-184.32872,343.81108,23.1933130253,85.95277,132.03495,637.868423006,637.85,637.93
bnb-usdc,1777063740000,2026-04-24T20:49:00Z,2,1,1,16.58592,35.71736,-19.13144,52.30328,31.711051391,26.15164,35.71736,637.844878049,637.81,637.92
bnb-usdc,1777063800000,2026-04-24T20:50:00Z,4,2,2,53.57835,56.1308,-2.55245,109.70915,48.8367196355,27.4272875,51.66585,637.843895349,637.83,637.92
bnb-usdc,1777063860000,2026-04-24T20:51:00Z,1,0,1,0,15.30672,-15.30672,15.30672,0,15.30672,15.30672,637.78,637.78,637.78
bnb-usdc,1777063920000,2026-04-24T20:52:00Z,2,0,2,0,21.68479,-21.68479,21.68479,0,10.842395,17.22033,637.787941176,637.78,637.79
bnb-usdc,1777063980000,2026-04-24T20:53:00Z,3,3,0,1008.42418,0,1008.42418,1008.42418,100,336.141393333,973.98168,637.83945604,637.8,637.85
bnb-usdc,1777064040000,2026-04-24T20:54:00Z,1,1,0,301.06992,0,301.06992,301.06992,100,301.06992,301.06992,637.86,637.86,637.86
bnb-usdc,1777064100000,2026-04-24T20:55:00Z,1,1,0,300.47916,0,300.47916,300.47916,100,300.47916,300.47916,637.96,637.96,637.96
bnb-usdc,1777064160000,2026-04-24T20:56:00Z,1,1,0,43.38536,0,43.38536,43.38536,100,43.38536,43.38536,638.02,638.02,638.02
bnb-usdc,1777064220000,2026-04-24T20:57:00Z,1,1,0,23.60341,0,23.60341,23.60341,100,23.60341,23.60341,637.93,637.93,637.93
bnb-usdc,1777064340000,2026-04-24T20:59:00Z,4,4,0,257.10134,0,257.10134,257.10134,100,64.275335,175.4445,637.968585608,637.93,637.99
bnb-usdc,1777064400000,2026-04-24T21:00:00Z,4,4,0,1477.8471,0,1477.8471,1477.8471,100,369.461775,748.4913,638.103238342,638.1,638.11
bnb-usdc,1777064460000,2026-04-24T21:01:00Z,1,1,0,4.46677,0,4.46677,4.46677,100,4.46677,4.46677,638.11,638.11,638.11
bnb-usdc,1777064520000,2026-04-24T21:02:00Z,1,1,0,15.953,0,15.953,15.953,100,15.953,15.953,638.12,638.12,638.12
bnb-usdc,1777064580000,2026-04-24T21:03:00Z,6,3,3,68.9181,287.1495,-218.2314,356.0676,19.3553415138,59.3446,252.69156,638.113978495,638.11,638.14
bnb-usdc,1777064700000,2026-04-24T21:05:00Z,2,2,0,333.84159,0,333.84159,333.84159,100,166.920795,284.04795,638.320439771,638.31,638.38
bnb-usdc,1777064760000,2026-04-24T21:06:00Z,2,1,1,150.63172,99.5592,51.07252,250.19092,60.2067093402,125.09546,150.63172,638.242142857,638.2,638.27
bnb-usdc,1777064820000,2026-04-24T21:07:00Z,1,1,0,19.77831,0,19.77831,19.77831,100,19.77831,19.77831,638.01,638.01,638.01
bnb-usdc,1777064880000,2026-04-24T21:08:00Z,1,1,0,176.10732,0,176.10732,176.10732,100,176.10732,176.10732,638.07,638.07,638.07
bnb-usdc,1777064940000,2026-04-24T21:09:00Z,1,1,0,11.48706,0,11.48706,11.48706,100,11.48706,11.48706,638.17,638.17,638.17
bnb-usdc,1777065000000,2026-04-24T21:10:00Z,2,0,2,0,116.14148,-116.14148,116.14148,0,58.07074,58.07074,638.14,638.14,638.14
bnb-usdc,1777065060000,2026-04-24T21:11:00Z,1,1,0,225.2846,0,225.2846,225.2846,100,225.2846,225.2846,638.2,638.2,638.2
bnb-usdc,1777065120000,2026-04-24T21:12:00Z,1,1,0,10.84838,0,10.84838,10.84838,100,10.84838,10.84838,638.14,638.14,638.14
bnb-usdc,1777065180000,2026-04-24T21:13:00Z,6,0,6,0,1055.82075,-1055.82075,1055.82075,0,175.970125,475.25785,637.9581571,637.93,638.23
bnb-usdc,1777065240000,2026-04-24T21:14:00Z,6,0,6,0,940.7565,-940.7565,940.7565,0,156.79275,274.76681,637.368902439,636.98,637.6
bnb-usdc,1777065360000,2026-04-24T21:16:00Z,3,2,1,219.17616,20.38752,198.78864,239.56368,91.4897283261,79.85456,200.6991,637.137446809,637.11,637.14
bnb-usdc,1777065420000,2026-04-24T21:17:00Z,2,0,2,0,65.6213,-65.6213,65.6213,0,32.81065,63.71,637.1,637.1,637.1
bnb-usdc,1777065480000,2026-04-24T21:18:00Z,3,0,3,0,112.72953,-112.72953,112.72953,0,37.57651,50.31431,636.89,636.89,636.89
bnb-usdc,1777065540000,2026-04-24T21:19:00Z,1,0,1,0,19.1127,-19.1127,19.1127,0,19.1127,19.1127,637.09,637.09,637.09
bnb-usdc,1777065600000,2026-04-24T21:20:00Z,2,2,0,34.41126,0,34.41126,34.41126,100,17.20563,19.1151,637.245555556,637.17,637.34
bnb-usdc,1777065660000,2026-04-24T21:21:00Z,1,1,0,15.92725,0,15.92725,15.92725,100,15.92725,15.92725,637.09,637.09,637.09
bnb-usdc,1777065720000,2026-04-24T21:22:00Z,6,1,5,19.113,788.74979,-769.63679,807.86279,2.36587205607,134.643798333,434.51584,637.115764984,637.03,637.12
bnb-usdc,1777065780000,2026-04-24T21:23:00Z,1,1,0,249.14911,0,249.14911,249.14911,100,249.14911,249.14911,637.21,637.21,637.21
bnb-usdc,1777065840000,2026-04-24T21:24:00Z,5,2,3,663.4293,75.18694,588.24236,738.61624,89.8205677146,147.723248,334.5825,637.287523727,637.14,637.3
bnb-usdc,1777065900000,2026-04-24T21:25:00Z,6,2,4,56.08842,286.7895,-230.70108,342.87792,16.3581311972,57.14632,86.03685,637.319553903,637.31,637.41
bnb-usdc,1777066020000,2026-04-24T21:27:00Z,2,0,2,0,184.11104,-184.11104,184.11104,0,92.05552,168.8156,637.062422145,637.04,637.31
bnb-usdc,1777066080000,2026-04-24T21:28:00Z,4,2,2,156.71034,101.9199,54.79044,258.63024,60.5924272428,64.65756,126.13194,637.020295567,636.99,637.05
bnb-usdc,1777066140000,2026-04-24T21:29:00Z,2,2,0,293.67083,0,293.67083,293.67083,100,146.835415,275.83399,637.03,637.03,637.03
bnb-usdc,1777066200000,2026-04-24T21:30:00Z,1,1,0,150.36504,0,150.36504,150.36504,100,150.36504,150.36504,637.14,637.14,637.14
bnb-usdc,1777066260000,2026-04-24T21:31:00Z,1,1,0,16.56538,0,16.56538,16.56538,100,16.56538,16.56538,637.13,637.13,637.13
bnb-usdc,1777066320000,2026-04-24T21:32:00Z,1,0,1,0,15.29088,-15.29088,15.29088,0,15.29088,15.29088,637.12,637.12,637.12
bnb-usdc,1777066380000,2026-04-24T21:33:00Z,1,1,0,22.29955,0,22.29955,22.29955,100,22.29955,22.29955,637.13,637.13,637.13
bnb-usdc,1777066440000,2026-04-24T21:34:00Z,2,1,1,50.36408,24.22272,26.14136,74.5868,67.5241195493,37.2934,50.36408,637.494017094,637.44,637.52
bnb-usdc,1777066500000,2026-04-24T21:35:00Z,4,0,4,0,1344.38083,-1344.38083,1344.38083,0,336.0952075,464.46048,637.147312796,637.12,637.23
bnb-usdc,1777066560000,2026-04-24T21:36:00Z,4,1,3,89.1912,213.4258,-124.2346,302.617,29.4732946265,75.65425,102.56344,637.088421053,637.04,637.14
bnb-usdc,1777066620000,2026-04-24T21:37:00Z,1,0,1,0,25.486,-25.486,25.486,0,25.486,25.486,637.15,637.15,637.15
bnb-usdc,1777066680000,2026-04-24T21:38:00Z,5,0,5,0,105.80094,-105.80094,105.80094,0,21.160188,39.51446,637.355060241,637.33,637.37
bnb-usdc,1777066800000,2026-04-24T21:40:00Z,4,0,4,0,623.41644,-623.41644,623.41644,0,155.85411,249.23513,637.440122699,637.43,637.48
bnb-usdc,1777066860000,2026-04-24T21:41:00Z,1,1,0,4.46341,0,4.46341,4.46341,100,4.46341,4.46341,637.63,637.63,637.63
bnb-usdc,1777066920000,2026-04-24T21:42:00Z,6,2,4,191.9191,247.38492,-55.46582,439.30402,43.6870803049,73.2173366667,175.9776,637.596545718,637.59,637.66
bnb-usdc,1777066980000,2026-04-24T21:43:00Z,3,2,1,244.1354,994.3596,-750.2242,1238.495,19.7122636749,412.831666667,994.3596,637.413793103,637.41,637.43
bnb-usdc,1777067040000,2026-04-24T21:44:00Z,3,1,2,4.46194,205.26128,-200.79934,209.72322,2.12753742766,69.90774,200.7999,637.456595745,637.34,637.46
bnb-usdc,1777067100000,2026-04-24T21:45:00Z,2,2,0,401.55138,0,401.55138,401.55138,100,200.77569,225.62898,637.383142857,637.37,637.4
bnb-usdc,1777067160000,2026-04-24T21:46:00Z,1,0,1,0,27.4039,-27.4039,27.4039,0,27.4039,27.4039,637.3,637.3,637.3
bnb-usdc,1777067220000,2026-04-24T21:47:00Z,3,0,3,0,1047.34234,-1047.34234,1047.34234,0,349.114113333,1000.1999,637.069549878,637.06,637.07
bnb-usdc,1777067280000,2026-04-24T21:48:00Z,1,0,1,0,4.45977,-4.45977,4.45977,0,4.45977,4.45977,637.11,637.11,637.11
bnb-usdc,1777067400000,2026-04-24T21:50:00Z,6,5,1,5608.72831,40.78592,5567.94239,5649.51423,99.2780632398,941.585705,2499.6867,637.35494472,637.28,637.37
bnb-usdc,1777067460000,2026-04-24T21:51:00Z,2,1,1,22.3111,126.84061,-104.52951,149.15171,14.9586618886,74.575855,126.84061,637.400470085,637.39,637.46
bnb-usdc,1777067580000,2026-04-24T21:53:00Z,2,0,2,0,111.53625,-111.53625,111.53625,0,55.768125,100.7013,637.35,637.35,637.35
bnb-usdc,1777067700000,2026-04-24T21:55:00Z,4,1,3,19.76374,110.30578,-90.54204,130.06952,15.1947512376,32.51738,47.82,637.595686275,637.54,637.61
bnb-usdc,1777067760000,2026-04-24T21:56:00Z,4,0,4,0,134.52552,-134.52552,134.52552,0,33.63138,43.35136,637.561706161,637.51,637.68
bnb-usdc,1777067820000,2026-04-24T21:57:00Z,5,1,4,159.4525,148.59017,10.86233,308.04267,51.7631209988,61.608534,159.4525,637.769503106,637.71,637.81
bnb-usdc,1777067880000,2026-04-24T21:58:00Z,5,1,4,0.63779,149.8721,-149.23431,150.50989,0.423752884279,30.101978,49.7445,637.753771186,637.73,637.8
bnb-usdc,1777067940000,2026-04-24T21:59:00Z,5,0,5,0,379.96884,-379.96884,379.96884,0,75.993768,248.6211,637.531610738,637.49,637.74
bnb-usdc,1777068000000,2026-04-24T22:00:00Z,8,1,7,16.56954,254.92022,-238.35068,271.48976,6.10319151632,33.93622,82.20267,637.299906103,637.23,637.45
bnb-usdc,1777068060000,2026-04-24T22:01:00Z,11,0,11,0,9783.0561,-9783.0561,9783.0561,0,889.368736364,3912.42258,637.415695856,637.39,637.57
bnb-usdc,1777068120000,2026-04-24T22:02:00Z,4,0,4,0,152.98158,-152.98158,152.98158,0,38.245395,50.3546,637.42325,637.4,637.44
bnb-usdc,1777068180000,2026-04-24T22:03:00Z,4,0,4,0,151.73528,-151.73528,151.73528,0,37.93382,46.55064,637.543193277,637.38,637.68
bnb-usdc,1777068240000,2026-04-24T22:04:00Z,4,0,4,0,117.29059,-117.29059,117.29059,0,29.3226475,38.2404,637.448858696,637.34,637.59
bnb-usdc,1777068300000,2026-04-24T22:05:00Z,6,2,4,222.47047,151.70365,70.76682,374.17412,59.456402276,62.3623533333,218.0079,637.434616695,637.33,637.51
bnb-usdc,1777068360000,2026-04-24T22:06:00Z,4,0,4,0,141.46717,-141.46717,141.46717,0,35.3667925,49.06594,637.239504505,637.22,637.31
bnb-usdc,1777068420000,2026-04-24T22:07:00Z,6,1,5,4.4611,143.3774,-138.9163,147.8385,3.01754955577,24.63975,40.14486,637.234913793,637.22,637.3
bnb-usdc,1777068480000,2026-04-24T22:08:00Z,8,0,8,0,285.51428,-285.51428,285.51428,0,35.689285,48.4348,637.308660714,637.29,637.34
bnb-usdc,1777068540000,2026-04-24T22:09:00Z,12,0,12,0,286.73106,-286.73106,286.73106,0,23.894255,37.59067,637.180133333,637.1,637.34
bnb-usdc,1777068600000,2026-04-24T22:10:00Z,6,0,6,0,228.04508,-228.04508,228.04508,0,38.0075133333,47.13874,636.997430168,636.93,637.08
bnb-usdc,1777068660000,2026-04-24T22:11:00Z,2,2,0,1591.87548,0,1591.87548,1591.87548,100,795.93774,795.93774,637.26,637.26,637.26
bnb-usdc,1777068720000,2026-04-24T22:12:00Z,2,2,0,31.868,0,31.868,31.868,100,15.934,15.934,637.36,637.36,637.36
bnb-usdc,1777068780000,2026-04-24T22:13:00Z,2,2,0,99.42816,0,99.42816,99.42816,100,49.71408,49.71408,637.36,637.36,637.36
bnb-usdc,1777068840000,2026-04-24T22:14:00Z,8,8,0,178.4615,0,178.4615,178.4615,100,22.3076875,41.4284,637.3625,637.36,637.41
bnb-usdc,1777068900000,2026-04-24T22:15:00Z,2,2,0,35.70336,0,35.70336,35.70336,100,17.85168,17.85168,637.56,637.56,637.56
bnb-usdc,1777068960000,2026-04-24T22:16:00Z,4,4,0,2053.2652,0,2053.2652,2053.2652,100,513.3163,999.85088,637.66,637.66,637.66
bnb-usdc,1777069020000,2026-04-24T22:17:00Z,14,2,12,2359.194,12682.5539,-10323.3599,15041.7479,15.6843075398,1074.41056429,3891.72728,637.578327399,637.56,637.62
bnb-usdc,1777069080000,2026-04-24T22:18:00Z,2,2,0,33.79097,0,33.79097,33.79097,100,16.895485,18.48953,637.565471698,637.56,637.57
bnb-usdc,1777069140000,2026-04-24T22:19:00Z,2,2,0,34.42956,0,34.42956,34.42956,100,17.21478,17.85196,637.584444444,637.57,637.6
bnb-usdc,1777069200000,2026-04-24T22:20:00Z,1,0,1,0,0.63759,-0.63759,0.63759,0,0.63759,0.63759,637.59,637.59,637.59
bnb-usdc,1777069260000,2026-04-24T22:21:00Z,2,2,0,19.76089,0,19.76089,19.76089,100,9.880445,19.1235,637.448064516,637.39,637.45
bnb-usdc,1777069320000,2026-04-24T22:22:00Z,2,0,2,0,59.91184,-59.91184,59.91184,0,29.95592,29.95592,637.36,637.36,637.36
bnb-usdc,1777069380000,2026-04-24T22:23:00Z,2,0,2,0,79.6622,-79.6622,79.6622,0,39.8311,49.70628,637.2976,637.26,637.36
bnb-usdc,1777069440000,2026-04-24T22:24:00Z,1,0,1,0,18.48257,-18.48257,18.48257,0,18.48257,18.48257,637.33,637.33,637.33
bnb-usdc,1777069500000,2026-04-24T22:25:00Z,3,0,3,0,53.5226,-53.5226,53.5226,0,17.8408666667,18.47822,637.173809524,637.14,637.2
bnb-usdc,1777069620000,2026-04-24T22:27:00Z,5,3,2,83.46874,50.96684,32.5019,134.43558,62.0882804984,26.887116,40.14108,637.135450237,637.07,637.19
bnb-usdc,1777069740000,2026-04-24T22:29:00Z,1,1,0,19.1145,0,19.1145,19.1145,100,19.1145,19.1145,637.15,637.15,637.15
bnb-usdc,1777069800000,2026-04-24T22:30:00Z,4,2,2,33.76367,56.69122,-22.92755,90.45489,37.3265281733,22.6137225,40.12974,637.006267606,636.98,637.07
bnb-usdc,1777069860000,2026-04-24T22:31:00Z,1,1,0,17.8304,0,17.8304,17.8304,100,17.8304,17.8304,636.8,636.8,636.8
bnb-usdc,1777069920000,2026-04-24T22:32:00Z,5,0,5,0,496.50126,-496.50126,496.50126,0,99.300252,220.87938,636.540076923,636.48,636.64
bnb-usdc,1777069980000,2026-04-24T22:33:00Z,3,1,2,43.27588,70.63248,-27.3566,113.90836,37.9918383515,37.9694533333,50.26928,636.359553073,636.32,636.41
bnb-usdc,1777070040000,2026-04-24T22:34:00Z,1,1,0,16.5425,0,16.5425,16.5425,100,16.5425,16.5425,636.25,636.25,636.25
bnb-usdc,1777070100000,2026-04-24T22:35:00Z,10,1,9,248.82067,1277.57592,-1028.75525,1526.39659,16.3011809401,152.639659,303.63912,636.529020017,636.37,636.56
bnb-usdc,1777070220000,2026-04-24T22:37:00Z,5,1,4,19.0965,159.76412,-140.66762,178.86062,10.6767493035,35.772124,99.93364,636.514661922,636.34,636.56
bnb-usdc,1777070280000,2026-04-24T22:38:00Z,2,2,0,33.0933,0,33.0933,33.0933,100,16.54665,17.1828,636.409615385,636.4,636.42
bnb-usdc,1777070340000,2026-04-24T22:39:00Z,14,2,12,350.20547,11317.96745,-10967.76198,11668.17292,3.00137367179,833.440922857,7537.6655,635.590637324,635.5,636.15
bnb-usdc,1777070400000,2026-04-24T22:40:00Z,1,1,0,63.564,0,63.564,63.564,100,63.564,63.564,635.64,635.64,635.64
bnb-usdc,1777070460000,2026-04-24T22:41:00Z,1,0,1,0,29.86944,-29.86944,29.86944,0,29.86944,29.86944,635.52,635.52,635.52
bnb-usdc,1777070520000,2026-04-24T22:42:00Z,3,1,2,15.25656,991.6764,-976.41984,1006.93296,1.51515151515,335.64432,495.8382,635.69,635.69,635.69
bnb-usdc,1777070580000,2026-04-24T22:43:00Z,12,0,12,0,3750.4687,-3750.4687,3750.4687,0,312.539058333,495.846,635.672661017,635.62,635.7
bnb-usdc,1777070640000,2026-04-24T22:44:00Z,3,0,3,0,654.7313,-654.7313,654.7313,0,218.243766667,495.807,635.661456311,635.65,635.72
bnb-usdc,1777070700000,2026-04-24T22:45:00Z,4,3,1,250.58796,379.68603,-129.09807,630.27399,39.7585754729,157.5684975,379.68603,635.997971746,635.99,636.04
bnb-usdc,1777070760000,2026-04-24T22:46:00Z,2,0,2,0,234.7397,-234.7397,234.7397,0,117.36985,230.2863,636.150948509,636.15,636.2
bnb-usdc,1777070820000,2026-04-24T22:47:00Z,1,0,1,0,17.81108,-17.81108,17.81108,0,17.81108,17.81108,636.11,636.11,636.11
bnb-usdc,1777070880000,2026-04-24T22:48:00Z,1,1,0,4.45263,0,4.45263,4.45263,100,4.45263,4.45263,636.09,636.09,636.09
